BlueDriver Data Log
Aug 21, 2018 5:47:16 PM
Time (s),Engine Coolant Temperature (°C),Catalyst Temperature Bank 1 - Sensor 1 (°C),Fuel Level Input (%),Barometric Pressure (kPa),Vehicle Speed (MPH),Absolute Load Value (%),Ambient Air Temperature (°C),Calculated Engine Load Value (%),Engine RPM (rpm),Relative Throttle Position (%),Control Module Voltage (V),Intake Air Temperature (°C),Absolute Throttle Position (%)
0.0,,,,,,,,,,,,,
3.1,,421.7,90.6,100,34,,25,70.7,,,,,
6.2,75,428.0,90.8,100,34,32.3,25,38.6,1162,1.4,12.958,25,
9.3,75,431.2,91.0,100,33,22.9,25,31.8,1182,0.4,12.944,25,3.6
12.4,75,427.5,91.0,101,31,19.8,25,25.4,1130,1.1,12.960,25,4.9
15.5,75,426.4,91.0,99,29,35.5,25,45.4,1183,2.3,12.958,25,5.7
18.6,75,419.7,91.0,100,27,23.7,25,28.2,1251,0.1,12.882,25,5.5
21.7,75,408.8,90.7,101,23,23.2,25,27.2,1218,0.1,12.960,25,5.4
24.8,75,398.9,91.0,101,17,17.0,25,20.6,1133,0.1,12.960,25,3.9
27.9,75,390.3,91.0,101,8,19.3,25,24.8,854,0.4,12.880,25,3.9
31.0,75,382.9,91.0,101,2,31.0,25,41.2,721,0.4,12.913,25,4.1
34.1,75,374.6,91.0,101,0,36.8,25,49.0,699,0.4,12.985,25,4.9
37.2,75,366.4,91.0,101,0,34.6,25,44.1,758,0.0,12.962,25,5.1
40.3,75,357.2,91.0,101,0,30.4,25,38.6,825,0.1,13.027,25,5.5
43.4,75,351.8,91.0,101,0,24.5,25,32.0,796,0.4,12.860,25,3.8
46.5,75,345.4,91.0,101,0,22.6,25,29.5,725,0.4,12.816,25,3.1
49.6,75,340.0,91.0,101,0,24.9,25,31.3,745,0.4,12.953,25,4.3
52.7,75,333.8,91.0,101,1,32.2,25,41.0,839,0.6,12.886,25,4.7
55.8,75,325.9,91.0,101,2,29.5,25,37.6,841,0.4,12.881,25,4.7
58.9,75,322.1,91.0,101,3,30.0,25,36.3,986,1.0,12.959,25,4.9
62.0,75,321.7,91.0,100,5,36.7,25,40.2,1612,5.9,12.942,25,7.3
65.1,75,326.7,90.9,99,12,49.2,24,26.4,1442,7.5,12.910,25,10.5
68.2,75,332.0,90.6,100,19,50.0,25,61.3,1299,6.7,12.903,25,11.6
71.3,75,336.0,90.6,101,20,33.5,25,41.6,1169,2.3,12.960,25,6.3
74.4,75,336.0,91.0,101,18,23.8,25,30.1,1205,0.4,12.960,25,5.1
77.5,75,333.5,91.0,101,13,19.1,25,22.5,1218,0.4,12.960,25,4.4
80.6,75,331.7,91.0,101,8,14.0,25,18.6,947,0.4,12.960,25,3.8
83.7,75,326.4,91.0,101,3,20.6,25,27.2,588,0.4,13.025,25,2.7
86.8,75,321.8,91.0,101,0,24.0,25,30.7,587,0.4,12.873,25,3.6
89.9,75,316.2,91.0,101,0,30.8,25,39.1,674,0.4,12.729,25,4.3
93.0,75,307.0,91.0,101,0,29.2,25,38.2,746,0.4,12.911,25,4.6
96.1,75,302.2,91.0,101,0,29.8,25,38.6,803,0.4,12.938,25,4.1
99.2,75,300.0,91.0,100,3,25.7,25,35.0,1040,3.1,12.989,25,13.0
102.3,75,300.4,91.0,99,10,38.4,25,46.4,1351,4.3,13.039,-18,20.1
105.4,75,304.0,91.0,100,14,32.0,25,37.6,1192,3.9,12.965,25,9.4
